propanol 	 -193.12836249728798 
pentanol 	 -271.20138119895074 
decanol 	 -466.3836241400086 
methanol 	 -115.04800861868374 
octanol 	 -388.3110864554743 
ethanol 	 -154.09130176573018 
hexanol 	 -310.2385332251633 
heptanol 	 -349.27397687072676 
butanol 	 -232.1655798347283 
nonanol 	 -427.3465180082815 
